Stadt,PCR_pos_N,Inz1,Inz1b,Inz1c,Inz1d,Inz1e,Inz1f,PCR_pos_Hosp,Inz2,N3,Inz3,Inz3c,Inz3d,Inz3e,Inz3f,PCR_pos_Dec,N5,Inz5c,Inz5d,Inz5e,Inz5f,Week,avg_temperature_per_day,max_temp_per_day,min_temp_per_day,max - min temp
Kaiserslautern,89,83.70955657958984,71.62574005126953,200.09234619140625,230.97496032714844,68.12891387939453,24.799280166625977,1,0.8047836422920227,0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,1,2021KW41,5.925142857142857,11.257142857142856,1.6285714285714288,9.62857142857143
KS Kaiserslautern,54,54.18313980102539,50.80583572387695,125.74966430664062,165.06602478027344,37.87605667114258,33.068782806396484,1,0.9408488273620604,0,0.0,0.0,0.0,0.0,0.0,4,3,0,0,0,3,2021KW41,5.925142857142857,11.257142857142856,1.6285714285714288,9.62857142857143
Kusel,17,24.24934005737305,22.982601165771484,26.97962951660156,20.542316436767575,29.11208152770996,17.040128707885742,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2021KW41,6.541142857142857,10.085714285714287,3.3000000000000003,6.7857142857142865
KS Pirmasens,15,37.33572387695313,37.32828903198242,48.21600723266602,143.57501220703125,30.50485610961914,22.102703094482425,2,4.977105140686035,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2021KW41,5.914285714285714,9.94285714285714,2.5142857142857147,7.428571428571429
Sudwestpfalz,18,18.96493530273437,18.716856002807614,0.0,16.028209686279293,25.70418739318848,15.200340270996096,1,1.0398253202438354,1,1.0398253202438354,0.0,0.0,2.1420156955718994,0.0,2,2,0,0,0,2,2021KW41,5.914285714285714,9.94285714285714,2.5142857142857147,7.428571428571429
KS Zweibrucken,7,20.587629318237305,20.576736450195312,28.587764739990234,0.0,28.88336944580078,9.345794677734377,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2021KW41,5.961142857142856,10.557142857142855,2.0285714285714285,8.528571428571428
Ahrweiler,80,61.31254959106445,61.31254959106445,79.97091674804688,55.4815788269043,75.5193862915039,35.023815155029304,1,0.7664068341255188,0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,1,1,2021KW42,8.743428571428572,12.62857142857143,5.4,7.228571428571428
Altenkirchen,59,45.70560836791992,45.70560836791992,84.03949737548828,41.04248046875,53.29191970825195,20.311786651611328,5,3.873356819152832,4,3.0986852645874023,0.0,0.0,4.567878723144531,2.538973331451416,4,3,0,0,0,3,2021KW42,9.093714285714286,13.071428571428573,4.92857142857143,8.142857142857144
Cochem-Zell,52,84.44574737548828,84.39092254638672,217.9745178222656,110.57054138183594,75.06037139892578,53.78973007202149,1,1.6229023933410645,1,1.6229023933410645,0.0,0.0,0.0,4.889975547790527,5,3,0,0,0,3,2021KW42,8.743428571428572,12.62857142857143,5.4,7.228571428571428
KS Koblenz,47,41.45059585571289,41.45059585571289,86.61758422851562,67.594970703125,36.81531524658203,28.14963150024414,1,0.8819275498390198,1,0.8819275498390198,0.0,0.0,0.0,3.127736806869507,1,0,0,0,0,0,2021KW42,9.514857142857142,15.157142857142858,4.385714285714286,10.771428571428574
Mayen-Koblenz,71,33.05615997314453,33.05615997314453,42.22794723510742,50.10333633422852,40.74536895751953,12.365525245666506,3,1.39673912525177,1,0.4655796885490418,0.0,0.0,0.9054526090621948,0.0,4,4,0,0,0,4,2021KW42,9.514857142857142,15.157142857142858,4.385714285714286,10.771428571428574
Neuwied,102,55.69783401489258,55.69783401489258,96.1723403930664,70.03291320800781,68.04337310791016,16.225570678710938,4,2.1842286586761475,3,1.6381715536117554,0.0,0.0,0.0,5.408524036407472,1,1,0,0,0,1,2021KW42,9.083428571428572,12.814285714285715,5.700000000000001,7.114285714285713
Rhein-Hunsruck,35,33.848800659179695,33.848800659179695,35.987403869628906,51.84033203125,40.339622497558594,18.45472526550293,2,1.9342172145843504,0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,1,2,2021KW42,8.437714285714286,12.214285714285715,4.642857142857143,7.571428571428571
Rhein-Lahn-Kreis,40,32.633346557617195,32.633346557617195,38.21461486816406,11.235955238342283,40.43279266357422,23.22041320800781,3,2.4475011825561523,0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0,1,2021KW42,8.946285714285715,13.842857142857142,4.285714285714287,9.55714285714286
Westerwaldkreis,93,45.85120391845703,45.85120391845703,84.00389099121094,12.747784614562988,46.5129508972168,38.86710739135742,8,3.9441897869110103,5,2.465118646621704,0.0,0.0,0.9492439031600952,6.7594971656799325,2,2,0,0,2,0,2021KW42,7.536571428571428,10.585714285714284,4.5285714285714285,6.057142857142857
Alzey-Worms,124,94.86286926269531,94.83965301513672,65.75054168701172,129.63702392578122,95.865966796875,95.5540771484375,4,3.0593435764312744,2,1.5296717882156372,0.0,0.0,1.4748610258102417,2.6542799472808842,8,5,0,0,0,5,2021KW42,9.3,14.100000000000005,4.428571428571429,9.671428571428574
Bad Kreuznach,62,39.05610275268555,39.05339431762695,28.90507507324219,50.96406936645508,51.523719787597656,19.960079193115234,3,1.8896805047988887,3,1.8896805047988887,0.0,8.494011878967285,0.0,3.9920160770416264,2,1,0,0,0,1,2021KW42,9.269714285714283,14.771428571428574,4.042857142857144,10.728571428571428
Birkenfeld,59,72.9926986694336,70.6316146850586,174.1351318359375,68.329345703125,65.47139739990234,52.53283309936523,5,5.985730171203612,1,1.1971460580825806,0.0,0.0,0.0,3.752345323562622,2,2,0,0,0,2,2021KW42,7.738285714285714,12.942857142857141,2.671428571428571,10.271428571428572
Mainz-Bingen,81,38.2933464050293,38.2719955444336,57.19888687133789,54.45964050292969,40.31777572631836,22.80501747131348,1,0.4724937677383423,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2021KW42,8.946285714285715,13.842857142857142,4.285714285714287,9.55714285714286
KS Mainz,122,56.18935012817383,56.14668273925781,66.92842864990234,28.84130096435547,68.26357269287111,27.74199867248535,1,0.4602186977863312,0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,1,1,2021KW42,8.996,13.814285714285711,3.8428571428571434,9.971428571428572
KS Worms,80,95.85545349121094,95.85545349121094,132.89715576171878,93.03768157958984,116.0013656616211,42.986717224121094,1,1.198193073272705,1,1.198193073272705,0.0,0.0,0.0,4.2986717224121085,1,0,0,0,0,0,2021KW42,9.357714285714287,14.77142857142857,3.5714285714285707,11.2
Bad Durkheim,58,43.60771179199219,43.60082626342773,58.00884628295898,53.44735336303711,54.51819610595703,20.53622436523437,3,2.255215167999268,1,0.7517383694648743,0.0,0.0,1.5143942832946775,0.0,8,8,0,0,1,7,2021KW42,9.646857142857145,15.428571428571427,4.042857142857144,11.385714285714286
KS Frankenthal,47,96.4102554321289,96.4102554321289,192.81332397460938,279.4076538085937,68.36644744873047,61.643836975097656,3,6.153846263885497,2,4.102564334869385,17.528484344482422,0.0,0.0,6.849315166473389,1,1,0,0,1,0,2021KW42,9.357714285714287,14.77142857142857,3.5714285714285707,11.2
Germersheim,200,155.03155517578125,155.00991821289062,121.6134033203125,121.74089813232422,221.9706878662109,52.31133651733398,4,3.10019850730896,2,1.55009925365448,0.0,0.0,1.4700045585632324,2.753228187561035,0,0,0,0,0,0,2021KW42,8.432,12.057142857142859,5.414285714285714,6.642857142857144
KS Landau i.d.Pf.,37,79.25457763671875,79.25118255615234,124.610595703125,91.82736206054688,79.88436126708984,56.84125137329102,3,6.425771713256836,0,0.0,0.0,0.0,0.0,0.0,5,5,0,0,0,5,2021KW42,9.82342857142857,14.085714285714285,5.285714285714286,8.8
KS Ludwigshafen,107,62.00849533081055,62.0052604675293,77.06604766845703,96.79100799560548,75.45726013183594,13.96193027496338,5,2.8974421024322514,2,1.158976912498474,0.0,0.0,0.0,4.653976917266847,0,0,0,0,0,0,2021KW42,9.798857142857145,14.914285714285713,4.071428571428571,10.842857142857143
KS Neustadt a.d.W.,20,37.519229888916016,37.51711654663086,0.0,26.28811836242676,53.260292053222656,28.63196563720703,1,1.875855803489685,0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,1,2,2021KW42,8.432,12.057142857142859,5.414285714285714,6.642857142857144
Rhein-Pfalz-Kreis,115,74.31148529052734,74.3095703125,66.35333251953125,72.57552337646484,111.28165435791016,16.854169845581055,4,2.584680557250977,3,1.9385104179382324,5.529444217681885,0.0,2.5581989288330083,0.0,0,0,0,0,0,0,2021KW42,9.646857142857145,15.428571428571427,4.042857142857144,11.385714285714286
KS Speyer,88,173.4297637939453,173.40585327148438,148.12071228027344,188.32391357421875,225.3628692626953,90.6559600830078,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,2,2021KW42,10.069142857142856,15.642857142857144,4.942857142857143,10.7
Sudliche Weinstr.,79,71.31057739257812,71.31057739257812,68.27103424072266,76.14213562011719,91.38638305664062,39.57261657714844,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2021KW42,9.646857142857145,15.428571428571427,4.042857142857144,11.385714285714286
Bernkastel-Wittlich,63,55.90806198120117,55.1147346496582,122.80989074707031,48.62039566040039,70.1729736328125,11.350093841552734,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,2021KW42,9.293142857142858,14.528571428571427,4.814285714285714,9.714285714285714
Bitburg-Prum,67,66.96317291259766,64.75369262695311,61.65771102905274,93.82120513916016,85.78128051757812,27.795148849487305,3,2.899419069290161,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,2021KW42,9.293142857142858,14.528571428571427,4.814285714285714,9.714285714285714
Trier-Saarburg,122,81.04534912109375,80.96575164794922,99.97647857666016,86.64009857177734,94.12004089355469,48.42726516723633,1,0.6636536717414856,1,0.6636536717414856,0.0,0.0,0.0,2.306060314178467,3,3,0,0,0,3,2021KW42,9.293142857142858,14.528571428571427,4.814285714285714,9.714285714285714
KS Trier,33,29.81730079650879,29.804912567138672,18.320051193237305,26.94328498840332,39.58768081665039,11.254079818725586,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2021KW42,9.293142857142858,14.528571428571427,4.814285714285714,9.714285714285714
Vulkaneifel,43,71.08495330810547,71.06732940673828,100.4184112548828,92.69988250732422,90.09910583496094,29.653059005737305,2,3.305457353591919,1,1.6527286767959597,0.0,0.0,3.3370039463043213,0.0,1,1,0,0,0,1,2021KW42,8.743428571428572,12.62857142857143,5.4,7.228571428571428
Donnersbergkreis,17,22.50493049621582,22.2904052734375,24.506799697875977,0.0,28.82146453857422,17.160017013549805,1,1.3112002611160278,1,1.3112002611160278,0.0,0.0,0.0,4.290004253387451,1,1,0,0,0,1,2021KW42,8.826285714285715,12.042857142857144,5.9,6.142857142857142
Kaiserslautern,62,58.31452178955078,49.8965835571289,69.26273345947266,158.03549194335938,68.12891387939453,12.399640083312988,2,1.6095672845840454,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2021KW42,9.239428571428574,14.942857142857141,3.8571428571428568,11.085714285714284
KS Kaiserslautern,69,69.2340087890625,64.91857147216797,106.40355682373048,165.06602478027344,70.34124755859375,29.394474029541016,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,2021KW42,9.239428571428574,14.942857142857141,3.8571428571428568,11.085714285714284
Kusel,36,51.35154342651367,48.66903686523438,67.44907379150389,102.71158599853516,61.13537216186523,21.300161361694336,1,1.351917743682861,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2021KW42,8.959428571428571,12.871428571428574,4.885714285714285,7.985714285714287
KS Pirmasens,21,52.27001190185547,52.25960540771485,0.0,71.78750610351562,76.26213836669922,29.470272064208984,2,4.977105140686035,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2021KW42,9.248571428571427,13.314285714285715,5.1571428571428575,8.157142857142857
Sudwestpfalz,44,46.35873413085938,45.75231170654297,54.98130798339844,112.1974639892578,62.11845397949219,9.120203971862793,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,2,2021KW42,9.248571428571427,13.314285714285715,5.1571428571428575,8.157142857142857
KS Zweibrucken,11,32.35198974609375,32.33487319946289,85.76329040527344,40.12841033935547,34.66004180908203,9.345794677734377,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2021KW42,8.859428571428571,13.628571428571426,4.414285714285715,9.214285714285714
Ahrweiler,141,108.06336975097656,108.06336975097656,138.131591796875,144.25210571289062,120.21453857421876,72.38255310058594,1,0.7664068341255188,1,0.7664068341255188,0.0,0.0,0.0,2.33492112159729,2,2,0,0,1,1,2021KW43,9.857714285714284,13.257142857142856,7.014285714285713,6.242857142857143
Altenkirchen,118,91.41121673583984,91.41121673583984,189.0888671875,164.169921875,94.40282440185548,33.00665283203125,5,3.873356819152832,1,0.7746713161468506,0.0,0.0,0.0,2.538973331451416,2,2,0,0,1,1,2021KW43,10.102857142857145,14.37142857142857,6.6571428571428575,7.7142857142857135
Cochem-Zell,54,87.69365692138672,87.63672637939453,117.3708953857422,110.57054138183594,130.53977966308594,9.779951095581056,2,3.245804786682129,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,2021KW43,9.857714285714284,13.257142857142856,7.014285714285713,6.242857142857143
KS Koblenz,77,67.90842437744139,67.90842437744139,173.23516845703125,121.6709442138672,54.42263793945313,43.78831481933594,2,1.7638550996780396,1,0.8819275498390198,0.0,0.0,0.0,3.127736806869507,2,1,0,0,1,0,2021KW43,10.123428571428573,15.2,5.8,9.400000000000002
Mayen-Koblenz,160,74.49275207519531,74.49275207519531,88.6786880493164,118.99542999267578,86.01799774169922,38.64226531982422,5,2.327898502349853,2,0.9311593770980836,0.0,0.0,1.8109052181243896,0.0,4,4,0,0,0,4,2021KW43,10.123428571428573,15.2,5.8,9.400000000000002
Neuwied,190,103.75086975097656,103.75086975097656,197.1533050537109,147.06912231445312,118.80589294433594,32.451141357421875,8,4.368457317352295,1,0.5460571646690369,0.0,0.0,1.0800535678863523,0.0,1,1,0,0,0,1,2021KW43,9.917142857142858,13.542857142857144,7.0,6.542857142857143
Rhein-Hunsruck,112,108.31616973876952,108.31616973876952,143.94961547851562,207.361328125,132.54446411132812,33.83366012573242,1,0.9671086072921752,0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,1,2,2021KW43,9.238857142857142,13.6,5.0285714285714285,8.571428571428571
Rhein-Lahn-Kreis,96,78.32003784179688,78.32003784179688,137.57260131835938,157.30337524414062,85.71752166748047,28.380504608154297,5,4.0791683197021475,5,4.0791683197021475,0.0,0.0,3.234623432159424,7.740137577056885,3,1,0,0,0,1,2021KW43,8.475428571428571,12.114285714285714,5.185714285714285,6.928571428571429
Westerwaldkreis,141,69.51634216308594,69.51634216308594,70.74011993408203,95.60839080810548,66.44707489013672,67.594970703125,6,2.9581422805786133,3,1.4790711402893066,0.0,0.0,0.9492439031600952,3.3797485828399663,3,2,0,0,1,1,2021KW43,8.470285714285714,11.7,6.071428571428571,5.628571428571428
Alzey-Worms,115,87.9776611328125,87.95613098144531,190.67657470703125,49.860389709472656,97.34082794189452,39.81420135498047,1,0.7648358941078186,1,0.7648358941078186,0.0,0.0,0.0,2.6542799472808842,13,8,0,0,0,8,2021KW43,8.446857142857143,12.571428571428573,4.742857142857143,7.828571428571428
Bad Kreuznach,129,81.26188659667969,81.25625610351562,179.2114715576172,169.88023376464844,74.14389038085938,37.92415237426758,2,1.2597869634628296,0,0.0,0.0,0.0,0.0,0.0,3,2,0,0,0,2,2021KW43,8.532,12.657142857142857,5.442857142857144,7.2142857142857135
Birkenfeld,80,98.97315216064452,95.7716827392578,46.43603515625,136.65869140625,95.68895721435548,112.5703582763672,6,7.182876110076903,3,3.5914380550384517,11.6090087890625,0.0,0.0,7.504690647125244,3,3,0,0,0,3,2021KW43,8.424,12.885714285714286,4.685714285714285,8.200000000000001
Mainz-Bingen,155,73.27738952636719,73.23653411865234,106.22650909423828,72.61285400390625,85.21711730957031,39.09431457519531,2,0.9449875354766846,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2021KW43,8.475428571428571,12.114285714285714,5.185714285714285,6.928571428571429
KS Mainz,230,105.93074035644531,105.85030364990234,142.78065490722656,144.2064971923828,110.4489288330078,67.37342834472656,6,2.761312246322632,4,1.8408747911453247,0.0,7.210325241088867,0.7670064568519592,3.9631428718566895,1,1,0,0,1,0,2021KW43,8.096,12.6,4.114285714285714,8.485714285714286
KS Worms,119,142.58497619628906,142.58497619628906,122.67430114746094,186.0753631591797,161.49209594726562,103.16812133789062,5,5.990965843200684,5,5.990965843200684,0.0,0.0,6.823609828948975,8.597343444824219,1,0,0,0,0,0,2021KW43,8.330285714285715,13.571428571428573,3.0571428571428565,10.514285714285714
Bad Durkheim,80,60.14856719970703,60.13907241821289,87.01326751708984,64.13682556152344,65.11895751953125,43.354248046875,4,3.006953477859497,1,0.7517383694648743,0.0,0.0,1.5143942832946775,0.0,8,8,0,0,0,8,2021KW43,8.434857142857142,13.142857142857142,3.971428571428572,9.171428571428569
KS Frankenthal,54,110.76923370361328,110.76923370361328,157.75634765625,139.70382690429688,128.68977355957028,54.79452133178711,3,6.153846263885497,2,4.102564334869385,17.528484344482422,0.0,4.021555423736571,0.0,1,1,0,0,1,0,2021KW43,8.330285714285715,13.571428571428573,3.0571428571428565,10.514285714285714
Germersheim,250,193.7894287109375,193.7624053955078,277.00830078125,263.77194213867193,201.390625,126.64849853515624,7,5.425347328186035,3,2.325148820877075,0.0,0.0,2.940009117126465,2.753228187561035,2,1,0,0,0,1,2021KW43,9.529714285714286,12.842857142857143,6.771428571428572,6.071428571428571
KS Landau i.d.Pf.,31,66.40248107910156,66.39964294433594,83.07373046875,122.43648529052734,68.47230529785156,40.60089492797852,2,4.2838478088378915,0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,0,3,2021KW43,9.44057142857143,13.571428571428573,5.8428571428571425,7.728571428571428
KS Ludwigshafen,185,107.21095275878906,107.20536041259766,135.99891662597656,186.1365509033203,111.59172058105469,58.17470932006836,5,2.8974421024322514,5,2.8974421024322514,0.0,0.0,4.251113414764403,2.3269884586334233,1,1,0,0,0,1,2021KW43,8.810285714285715,14.728571428571426,4.128571428571428,10.6
KS Neustadt a.d.W.,29,54.40288162231445,54.399818420410156,104.2934112548828,78.8643569946289,68.47751617431639,11.45278549194336,1,1.875855803489685,0,0.0,0.0,0.0,0.0,0.0,4,4,0,0,1,3,2021KW43,9.529714285714286,12.842857142857143,6.771428571428572,6.071428571428571
Rhein-Pfalz-Kreis,140,90.46615600585938,90.4638214111328,143.7655487060547,99.79134368896484,102.32796478271484,48.45573806762695,3,1.9385104179382324,3,1.9385104179382324,0.0,0.0,2.5581989288330083,2.106771230697632,0,0,0,0,0,0,2021KW43,8.434857142857142,13.142857142857142,3.971428571428572,9.171428571428569
KS Speyer,92,181.3129425048828,181.28793334960938,351.7867126464844,242.13075256347656,187.165771484375,97.13138580322266,6,11.823125839233398,4,7.8820838928222665,0.0,0.0,3.8197097778320312,19.42627716064453,1,1,0,0,0,1,2021KW43,8.967428571428574,15.014285714285714,4.342857142857143,10.671428571428573
Sudliche Weinstr.,100,90.2665557861328,90.2665557861328,59.73715591430664,88.83248901367188,116.47284698486328,59.358924865722656,5,4.513328075408936,2,1.805331110954285,0.0,0.0,1.7918899059295654,2.826615333557129,0,0,0,0,0,0,2021KW43,8.434857142857142,13.142857142857142,3.971428571428572,9.171428571428569
Bernkastel-Wittlich,109,96.72982025146484,95.35723876953124,139.18453979492188,72.93059539794922,117.53973388671876,53.91294479370117,4,3.4993481636047363,4,3.4993481636047363,0.0,0.0,1.754324436187744,8.512570381164549,1,1,0,0,0,1,2021KW43,10.385714285714286,14.185714285714289,6.771428571428572,7.414285714285714
Bitburg-Prum,38,37.97911071777344,36.725975036621094,52.84946823120117,26.80605888366699,40.0312614440918,31.2695426940918,2,1.9329460859298704,1,0.9664730429649352,0.0,0.0,0.0,3.474393606185913,1,1,0,0,0,1,2021KW43,10.385714285714286,14.185714285714289,6.771428571428572,7.414285714285714
Trier-Saarburg,96,63.77339172363281,63.71075439453125,47.047752380371094,103.9681167602539,87.76058197021484,16.14242172241211,5,3.318268299102783,4,2.6546146869659424,0.0,0.0,2.5437848567962646,4.612120628356934,3,3,0,0,0,3,2021KW43,10.385714285714286,14.185714285714289,6.771428571428572,7.414285714285714
KS Trier,43,38.85284805297852,38.83670425415039,64.12017822265625,40.4149284362793,36.54247283935547,33.762237548828125,1,0.903179168701172,1,0.903179168701172,0.0,0.0,0.0,3.7513599395751953,0,0,0,0,0,0,2021KW43,10.385714285714286,14.185714285714289,6.771428571428572,7.414285714285714
Vulkaneifel,42,69.43181610107422,69.41460418701172,117.1548080444336,208.5747375488281,76.75109100341797,14.826529502868652,4,6.610914707183838,3,4.958186149597168,0.0,0.0,6.674007892608643,4.942176342010498,1,1,0,0,0,1,2021KW43,9.857714285714284,13.257142857142856,7.014285714285713,6.242857142857143
Donnersbergkreis,41,54.2765998840332,53.75921249389648,85.7738037109375,84.71704864501953,57.64292907714844,30.030029296875,1,1.3112002611160278,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2021KW43,9.709714285714286,13.12857142857143,6.271428571428572,6.857142857142858
Kaiserslautern,116,109.1045913696289,93.35490417480469,269.35507202148443,230.97496032714844,81.37620544433594,58.898292541503906,1,0.8047836422920227,1,0.8047836422920227,0.0,0.0,0.0,3.099910020828247,0,0,0,0,0,0,2021KW43,9.394857142857145,15.22857142857143,4.6571428571428575,10.571428571428571
KS Kaiserslautern,39,39.132266998291016,36.6931037902832,19.346101760864254,45.01800537109375,45.09054183959961,33.068782806396484,2,1.8816976547241209,0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,1,2021KW43,9.394857142857145,15.22857142857143,4.6571428571428575,10.571428571428571
Kusel,32,45.64581680297852,43.26136779785156,121.40834045410156,61.626953125,52.4017448425293,8.520064353942871,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2021KW43,10.057142857142855,13.671428571428569,7.1571428571428575,6.514285714285713
